"","user_id","signup_date","platform","acquisition_channel","play_score","retention_score","spend_score","level","play_time_min","login_prob","purcahse_prob","login_flag","n_sessions","session_id","session_nm","day_since_signup","session_hour","session_minute","session_start","session_date","session_play_time","total_play_time","session_day_offset","session_num"
"2006","U01352",2026-04-03,"android","ad",-0.133307887035733,-1.4739113260228,1.56483045503892,20,20,0.999123943905885,0.337857033001007,1,1,"S002006",1,-18552,17,45,2026-04-03 17:45:00,2026-04-03,20,20,0,1
"2007","U01353",2026-04-09,"ios","organic",-0.978404126766131,-2.4222876850738,-0.0678620359947763,8,15,0.997207625443386,0.131280669914308,1,1,"S002007",1,-18558,18,27,2026-04-09 18:27:00,2026-04-09,15,15,0,1
"2008","U01354",2026-04-06,"android","organic",-1.53571123290928,-0.115538014007976,1.03220731242783,8,24,0.999822636860895,0.878002482861486,1,1,"S002008",1,-18555,9,40,2026-04-06 09:40:00,2026-04-06,24,24,0,1
"2009","U01355",2026-04-05,"android","organic",-0.304031627113424,0.10066250094668,1.14039766243845,15,15,0.939297861371064,0.994244534149844,1,1,"S002009",1,-18554,12,22,2026-04-05 12:22:00,2026-04-05,15,15,0,1
"2010","U01356",2026-04-21,"ios","organic",-2.3299935753693,0.22129839244822,1.42861183505501,0,25,0.999847593657734,0.99236321951161,1,1,"S002010",1,-18570,23,2,2026-04-21 23:02:00,2026-04-21,25,25,0,1
"2011","U01357",2026-04-13,"ios","organic",0.117825991882058,0.75487763319338,-0.0145755496178893,10,24,0.996527637371872,0.844439616091637,1,2,"S002012",2,-18562,13,34,2026-04-13 13:34:00,2026-04-13,12,24,0,1
"2012","U01357",2026-04-13,"ios","organic",0.117825991882058,0.75487763319338,-0.0145755496178893,10,24,0.996527637371872,0.844439616091637,1,2,"S002011",1,-18562,20,43,2026-04-13 20:43:00,2026-04-13,12,24,0,2
"2013","U01359",2026-04-02,"android","ad",1.03524299477682,-0.333891684116005,2.08283228109322,14,43,0.872021886742577,0.872257009944649,1,1,"S002013",1,-18551,14,57,2026-04-02 14:57:00,2026-04-02,43,43,0,1
"2014","U01361",2026-04-27,"android","ad",0.62372516836828,-0.881743406707414,0.524489169383628,2,41,0.999471507240221,0.923458990804686,1,1,"S002014",1,-18576,18,32,2026-04-27 18:32:00,2026-04-27,41,41,0,1
"2015","U01362",2026-03-31,"android","referral",-0.0231293014480837,-0.697904014155897,1.17685750964881,28,56,0.999964896896345,0.91735061959905,1,1,"S002015",1,-18549,20,12,2026-03-31 20:12:00,2026-03-31,56,56,0,1
"2016","U01363",2026-04-17,"ios","organic",1.99979714337509,0.479970962286288,-1.37195446378078,11,57,0.991150063697651,0.949636995128142,1,1,"S002016",1,-18566,20,50,2026-04-17 20:50:00,2026-04-17,57,57,0,1
"2017","U01364",2026-04-27,"ios","ad",-1.3603866512542,0.14839455521244,-0.284842980873117,0,17,0.999983388822077,0.812216255337274,1,2,"S002018",2,-18576,13,56,2026-04-27 13:56:00,2026-04-27,15,17,0,1
"2018","U01364",2026-04-27,"ios","ad",-1.3603866512542,0.14839455521244,-0.284842980873117,0,17,0.999983388822077,0.812216255337274,1,2,"S002017",1,-18576,19,16,2026-04-27 19:16:00,2026-04-27,3,17,0,2
"2019","U01365",2026-04-18,"android","organic",0.534054512805972,1.19567446979449,-0.403148073199507,9,30,0.981566388122254,0.907805113920793,1,1,"S002019",1,-18567,11,51,2026-04-18 11:51:00,2026-04-18,30,30,0,1
"2020","U01366",2026-04-09,"android","organic",0.286958406930207,-0.817546905111328,0.96933206647062,13,29,0.955061263796365,0.166217953969086,1,2,"S002020",1,-18558,10,59,2026-04-09 10:59:00,2026-04-09,13,29,0,1
"2021","U01366",2026-04-09,"android","organic",0.286958406930207,-0.817546905111328,0.96933206647062,13,29,0.955061263796365,0.166217953969086,1,2,"S002021",2,-18558,22,14,2026-04-09 22:14:00,2026-04-09,16,29,0,2
"2022","U01367",2026-04-05,"ios","event",0.4090832992683,3.18233086696913,-1.1675965467272,26,43,0.987411775228258,0.967532442516342,1,2,"S002022",1,-18554,11,35,2026-04-05 11:35:00,2026-04-05,20,43,0,1
"2023","U01367",2026-04-05,"ios","event",0.4090832992683,3.18233086696913,-1.1675965467272,26,43,0.987411775228258,0.967532442516342,1,2,"S002023",2,-18554,18,21,2026-04-05 18:21:00,2026-04-05,23,43,0,2
"2024","U01368",2026-04-25,"android","organic",0.329609886943535,-0.0938107021544124,-1.2230350141361,3,32,0.999542935978409,0.227559248530049,1,3,"S002026",3,-18574,11,19,2026-04-25 11:19:00,2026-04-25,5,32,0,1
"2025","U01368",2026-04-25,"android","organic",0.329609886943535,-0.0938107021544124,-1.2230350141361,3,32,0.999542935978409,0.227559248530049,1,3,"S002024",1,-18574,15,17,2026-04-25 15:17:00,2026-04-25,11,32,0,2
"2026","U01368",2026-04-25,"android","organic",0.329609886943535,-0.0938107021544124,-1.2230350141361,3,32,0.999542935978409,0.227559248530049,1,3,"S002025",2,-18574,21,7,2026-04-25 21:07:00,2026-04-25,16,32,0,3
"2027","U01369",2026-04-27,"android","event",0.935099582465894,0.538925125686916,1.26562593670887,3,29,0.999918453783855,0.997269357553432,1,1,"S002027",1,-18576,21,27,2026-04-27 21:27:00,2026-04-27,29,29,0,1
"2028","U01370",2026-03-29,"android","ad",0.201779080077245,-0.530129851761686,-1.52437164745301,19,42,0.999941780651441,0.821720595823663,1,2,"S002028",1,-18547,13,33,2026-03-29 13:33:00,2026-03-29,11,42,0,1
"2029","U01370",2026-03-29,"android","ad",0.201779080077245,-0.530129851761686,-1.52437164745301,19,42,0.999941780651441,0.821720595823663,1,2,"S002029",2,-18547,23,50,2026-03-29 23:50:00,2026-03-29,31,42,0,2
"2030","U01371",2026-04-02,"android","referral",0.749403021913269,2.63463253204588,0.327830237084961,25,36,0.9992763309683,0.997933211870278,1,2,"S002031",2,-18551,20,39,2026-04-02 20:39:00,2026-04-02,14,36,0,1
"2031","U01371",2026-04-02,"android","referral",0.749403021913269,2.63463253204588,0.327830237084961,25,36,0.9992763309683,0.997933211870278,1,2,"S002030",1,-18551,21,41,2026-04-02 21:41:00,2026-04-02,22,36,0,2
"2032","U01372",2026-04-04,"ios","event",-1.45334413025845,1.8765261732864,1.44243950324575,10,26,0.996130032552381,0.670148449033312,1,1,"S002032",1,-18553,15,8,2026-04-04 15:08:00,2026-04-04,26,26,0,1
"2033","U01373",2026-04-17,"android","organic",-1.69024332303086,1.30557900631792,0.0170414214098345,0,5,0.884190463502636,0.996962362478109,1,2,"S002034",2,-18566,16,42,2026-04-17 16:42:00,2026-04-17,3,6,0,1
"2034","U01373",2026-04-17,"android","organic",-1.69024332303086,1.30557900631792,0.0170414214098345,0,5,0.884190463502636,0.996962362478109,1,2,"S002033",1,-18566,19,49,2026-04-17 19:49:00,2026-04-17,3,6,0,2
"2035","U01374",2026-04-17,"android","organic",0.249537772841526,-0.345512732348541,-1.16888114020634,11,41,0.999991106767294,0.635353330495096,1,3,"S002036",2,-18566,11,30,2026-04-17 11:30:00,2026-04-17,12,41,0,1
"2036","U01374",2026-04-17,"android","organic",0.249537772841526,-0.345512732348541,-1.16888114020634,11,41,0.999991106767294,0.635353330495096,1,3,"S002037",3,-18566,22,2,2026-04-17 22:02:00,2026-04-17,3,41,0,2
"2037","U01374",2026-04-17,"android","organic",0.249537772841526,-0.345512732348541,-1.16888114020634,11,41,0.999991106767294,0.635353330495096,1,3,"S002035",1,-18566,23,3,2026-04-17 23:03:00,2026-04-17,27,41,0,3
"2038","U01375",2026-04-17,"android","organic",0.638657371355084,0.47002179466307,-1.29147905228706,11,26,0.999991480307255,0.932059528109937,1,1,"S002038",1,-18566,10,23,2026-04-17 10:23:00,2026-04-17,26,26,0,1
"2039","U01376",2026-03-30,"ios","organic",0.180404459216381,-0.205150863111979,-0.655888471320275,24,22,0.999924231582092,0.647240204653651,1,1,"S002039",1,-18548,23,53,2026-03-30 23:53:00,2026-03-30,22,22,0,1
"2040","U01377",2026-04-13,"android","organic",-1.30517245920198,0.580882835898481,-1.55473918543489,9,29,0.999372684407477,0.844885298803691,1,3,"S002040",1,-18562,15,56,2026-04-13 15:56:00,2026-04-13,10,29,0,1
"2041","U01377",2026-04-13,"android","organic",-1.30517245920198,0.580882835898481,-1.55473918543489,9,29,0.999372684407477,0.844885298803691,1,3,"S002042",3,-18562,15,56,2026-04-13 15:56:00,2026-04-13,10,29,0,2
"2042","U01377",2026-04-13,"android","organic",-1.30517245920198,0.580882835898481,-1.55473918543489,9,29,0.999372684407477,0.844885298803691,1,3,"S002041",2,-18562,20,35,2026-04-13 20:35:00,2026-04-13,9,29,0,3
"2043","U01378",2026-04-02,"android","ad",-1.04794868928499,-0.393312083402208,-0.476422584261123,5,13,0.999788251601817,0.98426186930121,1,2,"S002043",1,-18551,16,39,2026-04-02 16:39:00,2026-04-02,9,13,0,1
"2044","U01378",2026-04-02,"android","ad",-1.04794868928499,-0.393312083402208,-0.476422584261123,5,13,0.999788251601817,0.98426186930121,1,2,"S002044",2,-18551,22,49,2026-04-02 22:49:00,2026-04-02,4,13,0,2
"2045","U01379",2026-04-07,"ios","ad",-0.368021946639811,0.113992299573553,0.149842793978202,9,45,0.994787615063212,0.555340539499646,1,3,"S002045",1,-18556,8,24,2026-04-07 08:24:00,2026-04-07,10,45,0,1
"2046","U01379",2026-04-07,"ios","ad",-0.368021946639811,0.113992299573553,0.149842793978202,9,45,0.994787615063212,0.555340539499646,1,3,"S002047",3,-18556,11,1,2026-04-07 11:01:00,2026-04-07,8,45,0,2
"2047","U01379",2026-04-07,"ios","ad",-0.368021946639811,0.113992299573553,0.149842793978202,9,45,0.994787615063212,0.555340539499646,1,3,"S002046",2,-18556,12,18,2026-04-07 12:18:00,2026-04-07,27,45,0,3
"2048","U01380",2026-04-18,"ios","organic",-0.208180396303576,0.689656970544011,-0.0702167425452417,8,25,0.999127448565451,0.958779931409448,1,1,"S002048",1,-18567,9,56,2026-04-18 09:56:00,2026-04-18,25,25,0,1
"2049","U01381",2026-04-20,"android","organic",-2.23019910649534,-0.426027083869536,-0.286012238596921,0,5,0.999982227705206,0.208144175950931,1,1,"S002049",1,-18569,17,42,2026-04-20 17:42:00,2026-04-20,5,5,0,1
"2050","U01382",2026-04-13,"android","ad",0.441208848200145,-0.752525170039088,-2.73991297230568,16,29,0.999981317902295,0.994863331477811,1,2,"S002051",2,-18562,16,37,2026-04-13 16:37:00,2026-04-13,16,29,0,1
"2051","U01382",2026-04-13,"android","ad",0.441208848200145,-0.752525170039088,-2.73991297230568,16,29,0.999981317902295,0.994863331477811,1,2,"S002050",1,-18562,16,41,2026-04-13 16:41:00,2026-04-13,13,29,0,2
"2052","U01383",2026-04-24,"android","organic",1.53577380992438,0.757064296777672,-0.148068483862689,7,63,0.999756544684066,0.885675980641565,1,2,"S002053",2,-18573,16,1,2026-04-24 16:01:00,2026-04-24,18,63,0,1
"2053","U01383",2026-04-24,"android","organic",1.53577380992438,0.757064296777672,-0.148068483862689,7,63,0.999756544684066,0.885675980641565,1,2,"S002052",1,-18573,19,58,2026-04-24 19:58:00,2026-04-24,45,63,0,2
"2054","U01384",2026-04-22,"android","ad",1.62787960228854,-2.35019006795967,-0.0162439900081684,10,56,0.98433041602021,0.820947268988792,1,1,"S002054",1,-18571,12,57,2026-04-22 12:57:00,2026-04-22,56,56,0,1
"2055","U01385",2026-04-23,"ios","referral",0.636666502025227,0.39854032210516,0.0818261961283877,5,38,0.994887249124951,0.972834430737122,1,1,"S002055",1,-18572,19,2,2026-04-23 19:02:00,2026-04-23,38,38,0,1
"2056","U01386",2026-04-26,"android","ad",0.459811840967106,0.778255799154009,-0.501083155434788,2,35,0.998484427518219,0.822470236233164,1,1,"S002056",1,-18575,8,50,2026-04-26 08:50:00,2026-04-26,35,35,0,1
"2057","U01387",2026-04-26,"ios","organic",-0.107211849402676,0.0885109056320663,0.163004922117545,0,45,0.999670508781133,0.5223229211364,1,2,"S002058",2,-18575,16,21,2026-04-26 16:21:00,2026-04-26,33,45,0,1
"2058","U01387",2026-04-26,"ios","organic",-0.107211849402676,0.0885109056320663,0.163004922117545,0,45,0.999670508781133,0.5223229211364,1,2,"S002057",1,-18575,21,12,2026-04-26 21:12:00,2026-04-26,12,45,0,2
"2059","U01388",2026-04-18,"ios","ad",0.648710046278732,-0.510452132474921,0.505943130466874,10,41,0.831937858274337,0.900329177118186,1,2,"S002060",2,-18567,11,5,2026-04-18 11:05:00,2026-04-18,15,41,0,1
"2060","U01388",2026-04-18,"ios","ad",0.648710046278732,-0.510452132474921,0.505943130466874,10,41,0.831937858274337,0.900329177118186,1,2,"S002059",1,-18567,11,7,2026-04-18 11:07:00,2026-04-18,26,41,0,2
"2061","U01389",2026-04-20,"android","ad",-0.550823975015922,0.302380182148608,-1.70677706459061,5,33,0.99775179629827,0.999326409103117,1,1,"S002061",1,-18569,11,7,2026-04-20 11:07:00,2026-04-20,33,33,0,1
"2062","U01390",2026-04-03,"ios","referral",-0.21600241209102,1.21736563015903,-0.64968105189921,13,21,0.940100945517448,0.996908779488127,1,2,"S002062",1,-18552,12,58,2026-04-03 12:58:00,2026-04-03,12,21,0,1
"2063","U01390",2026-04-03,"ios","referral",-0.21600241209102,1.21736563015903,-0.64968105189921,13,21,0.940100945517448,0.996908779488127,1,2,"S002063",2,-18552,18,56,2026-04-03 18:56:00,2026-04-03,9,21,0,2
"2064","U01391",2026-03-29,"android","organic",-0.598647459754518,-1.02482923038287,0.430675054302491,23,28,0.957263321400148,0.0630256528512764,1,1,"S002064",1,-18547,15,27,2026-03-29 15:27:00,2026-03-29,28,28,0,1
"2065","U01392",2026-04-04,"android","event",-0.235857790219722,0.296428063177545,-1.15733044674864,12,6,0.999756982672485,0.187805039217199,1,1,"S002065",1,-18553,18,7,2026-04-04 18:07:00,2026-04-04,6,6,0,1
"2066","U01393",2026-03-30,"android","organic",0.148720122522169,0.0103038605433832,0.257819523752573,22,57,0.962335994741056,0.967471585972011,1,3,"S002067",2,-18548,14,10,2026-03-30 14:10:00,2026-03-30,15,57,0,1
"2067","U01393",2026-03-30,"android","organic",0.148720122522169,0.0103038605433832,0.257819523752573,22,57,0.962335994741056,0.967471585972011,1,3,"S002068",3,-18548,19,42,2026-03-30 19:42:00,2026-03-30,26,57,0,2
"2068","U01393",2026-03-30,"android","organic",0.148720122522169,0.0103038605433832,0.257819523752573,22,57,0.962335994741056,0.967471585972011,1,3,"S002066",1,-18548,23,59,2026-03-30 23:59:00,2026-03-30,17,57,0,3
"2069","U01394",2026-04-13,"android","referral",0.531210152351006,0.351895517370951,-0.16471057395411,14,31,0.776099365116386,0.287228301244489,1,1,"S002069",1,-18562,13,13,2026-04-13 13:13:00,2026-04-13,31,31,0,1
"2070","U01395",2026-03-28,"android","event",0.0180129460152519,0.560369196557063,0.334176507513666,13,26,0.980530737034829,0.984101012444898,1,1,"S002070",1,-18546,16,45,2026-03-28 16:45:00,2026-03-28,26,26,0,1
"2071","U01396",2026-04-23,"ios","referral",-0.0425275812550033,1.07976186903107,-0.344644517481284,2,32,0.999983923922132,0.777581896954502,1,2,"S002072",2,-18572,8,57,2026-04-23 08:57:00,2026-04-23,13,32,0,1
"2072","U01396",2026-04-23,"ios","referral",-0.0425275812550033,1.07976186903107,-0.344644517481284,2,32,0.999983923922132,0.777581896954502,1,2,"S002071",1,-18572,13,18,2026-04-23 13:18:00,2026-04-23,19,32,0,2
"2073","U01397",2026-04-04,"android","ad",0.741465685145083,-1.01096920394752,0.402412829629852,26,40,0.998700347227706,0.931587670291137,1,2,"S002074",2,-18553,12,23,2026-04-04 12:23:00,2026-04-04,22,40,0,1
"2074","U01397",2026-04-04,"android","ad",0.741465685145083,-1.01096920394752,0.402412829629852,26,40,0.998700347227706,0.931587670291137,1,2,"S002073",1,-18553,23,4,2026-04-04 23:04:00,2026-04-04,18,40,0,2
"2075","U01398",2026-04-02,"android","event",-0.235274867589251,0.23790539572445,0.428236328323935,21,20,0.999986793694149,0.997852598860808,1,1,"S002075",1,-18551,10,25,2026-04-02 10:25:00,2026-04-02,20,20,0,1
"2076","U01399",2026-04-08,"ios","organic",-0.139290206087379,1.13891440777137,1.38443809441961,20,22,0.972493921458578,0.997194842336489,1,2,"S002077",2,-18557,18,53,2026-04-08 18:53:00,2026-04-08,8,22,0,1
"2077","U01399",2026-04-08,"ios","organic",-0.139290206087379,1.13891440777137,1.38443809441961,20,22,0.972493921458578,0.997194842336489,1,2,"S002076",1,-18557,19,48,2026-04-08 19:48:00,2026-04-08,14,22,0,2
"2078","U01400",2026-04-21,"ios","organic",-0.768392730192287,-0.0319183571895156,1.12105847434079,4,21,0.897684713137157,0.792798886975144,1,2,"S002079",2,-18570,12,53,2026-04-21 12:53:00,2026-04-21,12,21,0,1
"2079","U01400",2026-04-21,"ios","organic",-0.768392730192287,-0.0319183571895156,1.12105847434079,4,21,0.897684713137157,0.792798886975144,1,2,"S002078",1,-18570,19,32,2026-04-21 19:32:00,2026-04-21,9,21,0,2
"2080","U01401",2026-04-07,"android","ad",-0.53312205074978,0.302299735434685,0.768743100284756,17,18,0.995012430289698,0.315762920642603,1,1,"S002080",1,-18556,18,24,2026-04-07 18:24:00,2026-04-07,18,18,0,1
"2081","U01402",2026-04-07,"android","organic",0.398288330199683,-0.75888525283972,2.19976936738877,17,32,0.999960224329634,0.0783003138022377,1,1,"S002081",1,-18556,11,56,2026-04-07 11:56:00,2026-04-07,32,32,0,1
"2082","U01403",2026-04-18,"android","organic",0.900138220374298,-2.51447601658991,-0.655164020820769,10,44,0.999980374250303,0.988945802126409,1,1,"S002082",1,-18567,10,33,2026-04-18 10:33:00,2026-04-18,44,44,0,1
"2083","U01404",2026-04-04,"ios","organic",-0.461689060870507,0.672727655007041,0.943933789309364,16,32,0.999994898202975,0.979243500645674,1,3,"S002083",1,-18553,11,8,2026-04-04 11:08:00,2026-04-04,8,32,0,1
"2084","U01404",2026-04-04,"ios","organic",-0.461689060870507,0.672727655007041,0.943933789309364,16,32,0.999994898202975,0.979243500645674,1,3,"S002084",2,-18553,20,15,2026-04-04 20:15:00,2026-04-04,8,32,0,2
"2085","U01404",2026-04-04,"ios","organic",-0.461689060870507,0.672727655007041,0.943933789309364,16,32,0.999994898202975,0.979243500645674,1,3,"S002085",3,-18553,21,31,2026-04-04 21:31:00,2026-04-04,16,32,0,3
"2086","U01405",2026-04-22,"android","event",0.380853253585745,0.871018235063827,-0.896642672347436,6,24,0.999909248409291,0.953548796655476,1,1,"S002086",1,-18571,19,11,2026-04-22 19:11:00,2026-04-22,24,24,0,1
"2087","U01406",2026-04-02,"ios","organic",-0.745711985949588,1.84614555520783,-0.852933034723873,24,23,0.997535086331522,0.400921676555308,1,2,"S002087",1,-18551,8,15,2026-04-02 08:15:00,2026-04-02,14,23,0,1
"2088","U01406",2026-04-02,"ios","organic",-0.745711985949588,1.84614555520783,-0.852933034723873,24,23,0.997535086331522,0.400921676555308,1,2,"S002088",2,-18551,8,44,2026-04-02 08:44:00,2026-04-02,9,23,0,2
"2089","U01407",2026-04-01,"ios","ad",0.682899908537671,2.14031588147911,-1.09654279738346,27,44,0.999939444339462,0.0900175552113375,1,1,"S002089",1,-18550,12,37,2026-04-01 12:37:00,2026-04-01,44,44,0,1
"2090","U01408",2026-04-18,"ios","ad",-0.363596546164595,0.277752097491068,-0.885154444994056,5,23,0.999992852534052,0.818649459714424,1,1,"S002090",1,-18567,10,47,2026-04-18 10:47:00,2026-04-18,23,23,0,1
"2091","U01409",2026-03-29,"android","referral",0.565312128695833,-0.386604775092424,-0.494801272998903,18,25,0.752364583726258,0.962696116465051,1,1,"S002091",1,-18547,13,32,2026-03-29 13:32:00,2026-03-29,25,25,0,1
"2092","U01410",2026-04-11,"android","event",0.317958272136479,1.15867180801403,0.247558892110224,16,21,0.999569514633651,0.922525873960235,1,1,"S002092",1,-18560,14,55,2026-04-11 14:55:00,2026-04-11,21,21,0,1
"2093","U01411",2026-04-11,"ios","ad",-0.215788489174618,-0.121514218472551,-0.524714896196065,18,39,0.98132324666033,0.99221239241394,1,1,"S002093",1,-18560,13,14,2026-04-11 13:14:00,2026-04-11,39,39,0,1
"2094","U01412",2026-04-14,"android","event",-1.61693050282385,0.729047821737574,-0.778154139210927,10,16,0.987406056624333,0.184463209814353,1,1,"S002094",1,-18563,12,33,2026-04-14 12:33:00,2026-04-14,16,16,0,1
"2095","U01413",2026-03-28,"ios","organic",-0.258576766704444,1.64280972170461,-0.391532266829852,19,33,0.999670444628927,0.998824944949492,1,1,"S002095",1,-18546,12,40,2026-03-28 12:40:00,2026-03-28,33,33,0,1
"2096","U01414",2026-04-06,"android","organic",1.03479882235469,-1.1172962729324,0.668760027263579,21,37,0.974858423283106,0.0863137930814594,1,1,"S002096",1,-18555,15,34,2026-04-06 15:34:00,2026-04-06,37,37,0,1
"2097","U01415",2026-04-19,"android","event",-0.510083294971264,-2.2859043861946,-0.199342628978446,3,25,0.999888316312048,0.999387053006768,1,1,"S002097",1,-18568,23,49,2026-04-19 23:49:00,2026-04-19,25,25,0,1
"2098","U01416",2026-04-05,"android","referral",0.208936641475748,-0.105369967463931,1.90794314557668,13,6,0.679478359534897,0.105758509787896,1,1,"S002098",1,-18554,16,44,2026-04-05 16:44:00,2026-04-05,6,6,0,1
"2099","U01417",2026-04-01,"android","event",-0.0535567143954739,-0.348553883705458,-0.390094923896395,29,28,0.99828816011055,0.998172642783382,1,2,"S002100",2,-18550,15,21,2026-04-01 15:21:00,2026-04-01,18,28,0,1
"2100","U01417",2026-04-01,"android","event",-0.0535567143954739,-0.348553883705458,-0.390094923896395,29,28,0.99828816011055,0.998172642783382,1,2,"S002099",1,-18550,22,7,2026-04-01 22:07:00,2026-04-01,10,28,0,2
"2101","U01418",2026-04-08,"android","referral",-0.270561207763157,-0.742196472879882,0.808116013148351,12,12,0.999115496018154,0.96233255840736,1,3,"S002101",1,-18557,10,8,2026-04-08 10:08:00,2026-04-08,3,12,0,1
"2102","U01418",2026-04-08,"android","referral",-0.270561207763157,-0.742196472879882,0.808116013148351,12,12,0.999115496018154,0.96233255840736,1,3,"S002103",3,-18557,14,5,2026-04-08 14:05:00,2026-04-08,6,12,0,2
"2103","U01418",2026-04-08,"android","referral",-0.270561207763157,-0.742196472879882,0.808116013148351,12,12,0.999115496018154,0.96233255840736,1,3,"S002102",2,-18557,15,54,2026-04-08 15:54:00,2026-04-08,3,12,0,3
"2104","U01419",2026-04-24,"android","ad",-1.47512959236026,1.4653348876089,1.11425639299853,0,10,0.987528472954313,0.984250062750396,1,1,"S002104",1,-18573,10,45,2026-04-24 10:45:00,2026-04-24,10,10,0,1
"2105","U01420",2026-04-13,"ios","organic",-0.993891377539454,-0.126864443854595,-0.53356517874296,2,39,0.976732926624048,0.750802425068406,1,3,"S002107",3,-18562,8,46,2026-04-13 08:46:00,2026-04-13,5,39,0,1
"2106","U01420",2026-04-13,"ios","organic",-0.993891377539454,-0.126864443854595,-0.53356517874296,2,39,0.976732926624048,0.750802425068406,1,3,"S002105",1,-18562,10,56,2026-04-13 10:56:00,2026-04-13,27,39,0,2
"2107","U01420",2026-04-13,"ios","organic",-0.993891377539454,-0.126864443854595,-0.53356517874296,2,39,0.976732926624048,0.750802425068406,1,3,"S002106",2,-18562,15,5,2026-04-13 15:05:00,2026-04-13,7,39,0,3
"2108","U01421",2026-04-17,"android","ad",0.709356104100439,-0.248307143104988,-0.627012914127303,14,26,0.995995568867512,0.959573428391443,1,1,"S002108",1,-18566,22,36,2026-04-17 22:36:00,2026-04-17,26,26,0,1
"2109","U01422",2026-04-24,"android","ad",-0.824277391381621,1.36234044294535,-2.07877742902107,0,25,0.690832614783395,0.175794654776756,1,2,"S002109",1,-18573,14,12,2026-04-24 14:12:00,2026-04-24,13,25,0,1
"2110","U01422",2026-04-24,"android","ad",-0.824277391381621,1.36234044294535,-2.07877742902107,0,25,0.690832614783395,0.175794654776756,1,2,"S002110",2,-18573,23,20,2026-04-24 23:20:00,2026-04-24,12,25,0,2
"2111","U01423",2026-04-03,"ios","organic",-0.129623942105738,-0.00685460067165503,-1.32822104873911,10,37,0.973031008704984,0.505079001287258,1,1,"S002111",1,-18552,9,48,2026-04-03 09:48:00,2026-04-03,37,37,0,1
"2112","U01424",2026-03-28,"android","organic",-1.25567224858865,0.944833381378177,0.16133371576448,24,18,0.997841603024193,0.865170458935936,1,1,"S002112",1,-18546,13,47,2026-03-28 13:47:00,2026-03-28,18,18,0,1
"2113","U01425",2026-04-21,"ios","organic",0.110805925397559,1.39255959286714,0.241161291412583,6,23,0.997199624726602,0.973344555801301,1,1,"S002113",1,-18570,22,27,2026-04-21 22:27:00,2026-04-21,23,23,0,1
"2114","U01426",2026-04-06,"ios","organic",-0.132801631847386,-0.961415642910311,-1.37602026432855,16,19,0.931659645812192,0.996213680229221,1,2,"S002115",2,-18555,8,41,2026-04-06 08:41:00,2026-04-06,14,19,0,1
"2115","U01426",2026-04-06,"ios","organic",-0.132801631847386,-0.961415642910311,-1.37602026432855,16,19,0.931659645812192,0.996213680229221,1,2,"S002114",1,-18555,18,41,2026-04-06 18:41:00,2026-04-06,5,19,0,2
"2116","U01427",2026-03-28,"android","organic",0.967280315976262,-0.387149394750458,0.545714957135738,12,38,0.999747810638412,0.99949826291386,1,2,"S002116",1,-18546,9,41,2026-03-28 09:41:00,2026-03-28,31,38,0,1
"2117","U01427",2026-03-28,"android","organic",0.967280315976262,-0.387149394750458,0.545714957135738,12,38,0.999747810638412,0.99949826291386,1,2,"S002117",2,-18546,11,9,2026-03-28 11:09:00,2026-03-28,7,38,0,2
"2118","U01428",2026-04-21,"android","organic",1.01736510412178,-1.44864865604972,-0.220116369605055,8,41,0.997273233887483,0.99946200858991,1,2,"S002118",1,-18570,11,42,2026-04-21 11:42:00,2026-04-21,12,41,0,1
"2119","U01428",2026-04-21,"android","organic",1.01736510412178,-1.44864865604972,-0.220116369605055,8,41,0.997273233887483,0.99946200858991,1,2,"S002119",2,-18570,13,0,2026-04-21 13:00:00,2026-04-21,29,41,0,2
"2120","U01429",2026-04-17,"android","ad",0.812459883789973,-0.798950798521391,-0.368136211273874,6,33,0.999990212203162,0.960625303811756,1,2,"S002121",2,-18566,11,36,2026-04-17 11:36:00,2026-04-17,22,33,0,1
"2121","U01429",2026-04-17,"android","ad",0.812459883789973,-0.798950798521391,-0.368136211273874,6,33,0.999990212203162,0.960625303811756,1,2,"S002120",1,-18566,15,52,2026-04-17 15:52:00,2026-04-17,11,33,0,2
"2122","U01430",2026-03-30,"android","event",1.19764026257954,-0.501016062695653,0.443666992245923,27,42,0.992046627290727,0.995101822421381,1,2,"S002123",2,-18548,10,47,2026-03-30 10:47:00,2026-03-30,25,42,0,1
"2123","U01430",2026-03-30,"android","event",1.19764026257954,-0.501016062695653,0.443666992245923,27,42,0.992046627290727,0.995101822421381,1,2,"S002122",1,-18548,22,27,2026-03-30 22:27:00,2026-03-30,17,42,0,2
"2124","U01431",2026-04-04,"android","organic",-0.316450064620588,0.14459309841869,0.512049397441094,8,20,0.995352991025295,0.861335957849944,1,1,"S002124",1,-18553,22,33,2026-04-04 22:33:00,2026-04-04,20,20,0,1
"2125","U01432",2026-04-20,"android","ad",-0.337066729624975,0.550954266556546,2.48083562114051,3,37,0.993153947717385,0.377557509860403,1,1,"S002125",1,-18569,12,53,2026-04-20 12:53:00,2026-04-20,37,37,0,1
"2126","U01433",2026-04-17,"ios","organic",-0.287013081923965,0.74945871159369,-1.02290164590603,11,31,0.999982942332025,0.48844147666614,1,1,"S002126",1,-18566,10,0,2026-04-17 10:00:00,2026-04-17,31,31,0,1
